x,z
17.185821828991347,-1.152347736494884
17.231899894849718,-0.540717467416229
16.83093435184403,-0.8630257457138145
13.213681400595961,-0.4940441079425648
13.0,0.0
12.656392106915847,-0.655637063100021
1.1974040941268094,-1.9788845574472846
1.7415455605485048,-1.2907030198817855
1.2047962757301485,-1.0068842586730484
0.0,0.0
-1.0,0.0
-0.4922999891130401,-0.6035014010735239
8.430170830401698,-1.3595238714126203
9.107756223989558,-1.4333346733805423
8.85415317136516,-0.8559957155356965
-1.2754955597721975,-0.7009598456915508
-2.0,0.0
-2.0,-1.0
0.5204692891113795,-1.1821104365556223
0.7781258374295759,-0.5326930413256326
0.19643644571630037,-0.5702767856643882
2.2757974335646654,-1.0222728412264925
2.2854655544061844,-1.829856703072098
2.815655600714548,-1.315413021674385
1.0,0.0
0.5,0.0
21.0,0.0
21.178479874380248,-0.41724485209419687
21.5,0.0
1.2460233489283592,-0.4288919008656693
1.5,0.0
25.0,0.0
25.28173354132871,-0.4240728114790126
25.5,0.0
2.5,0.0
2.0,0.0
2.2653724119536074,-0.4505730905106698
2.805443924038945,-0.6178816942532847
20.5,0.0
20.72077930708885,-0.4332222051451014
12.5,0.0
3.0,0.0
3.3127912273521427,-0.4343908951604722
9.0,0.0
9.202293035841468,-0.45344695454366485
9.5,0.0
4.243617983164854,-0.3911647154644058
4.5,0.0
4.0,0.0
3.786478189705678,-0.4693318700701367
3.5,0.0
12.159488441187854,-0.44022338584328186
12.0,0.0
4.742899084229871,-0.5678760062866922
24.5,0.0
24.81237414673757,-0.5012915442940318
5.0,0.0
5.265282978796761,-0.42670452735565
18.680269104692183,-1.1451593948468997
19.280635299612214,-0.663723351633324
18.732559797112312,-0.48200240942223255
5.5,0.0
-1.4147263791239277,-1.3539504630778663
-1.05203366377507,-1.8197595208767539
-0.7478545395420185,-1.2459080991877536
6.6914114260809265,-0.42856685273319434
7.219734367459477,-0.5627404674643127
7.0,0.0
9.330761344528623,-0.9136814787061948
9.732046594306066,-1.2540253670922985
9.757461210148492,-0.5690081969270717
17.5,0.0
17.72205451860977,-0.40889182005066727
1.7472214125338374,-0.6029190438951175
6.5,0.0
7.740137728941754,-0.4510540720404874
7.5,0.0
6.270088625722597,-0.3574837462563321
11.281060036201142,-0.8654943951051525
10.763854610239221,-0.5352215222346091
10.786112983483127,-1.1402042983037652
11.689678018323914,-0.46097846902652745
11.95456944306466,-1.076296865102082
10.0,0.0
5.802335298058635,-0.5553097179679259
5.2828091316862285,-1.00079442686398
5.944492384699042,-1.2798974083608055
10.25948322800483,-0.41046237880511116
10.5,0.0
11.5,0.0
3.4749739399942667,-1.0685543536873225
4.191290234253759,-0.9031006590097113
8.0,0.0
8.5,0.0
8.768475659138078,-0.3805577709590957
13.5,0.0
22.759003089927884,-0.6494182252586022
22.20961951845499,-1.09573837499065
22.770189189386766,-1.3815291502523086
14.0,0.0
14.258898160168949,-0.48585744243367457
14.5,0.0
14.783618488534488,-0.639490832297285
22.229677398772036,-0.4761803308293114
15.290807795859378,-0.45304565348512577
15.0,0.0
21.676107691274694,-0.6277402538638416
16.0,0.0
16.28260501646196,-0.36745821693140174
16.5,0.0
15.5,0.0
22.5,0.0
23.0,0.0
16.70449639881543,-0.4342745220420644
17.0,0.0
23.5,0.0
23.826726506867374,-0.6440366360921699
24.0,0.0
19.880393057470254,-0.49301783402510807
20.0,0.0
19.5,0.0
19.0,0.0
20.98386801156284,-2.0270340965361147
20.406260680175013,-1.4002734009102114
19.840334727615293,-1.9979086488214726
18.0,0.0
26.605368158896738,-1.035583184232296
26.34158065160911,-0.41384549191338144
25.838715669731044,-0.6085310581717409
20.992530096602646,-1.0155468004377084
25.879607169438273,-1.3649742087930312
18.5,0.0
27.356904009920616,-0.6409952354039853
26.761496847545985,-0.41980548155542907
24.329542540435188,-0.4544591341267446
13.736436229740693,-0.6692464884470112
13.180116437150634,-1.138482965870084
13.738847707798135,-1.4304049140460762
22.0,0.0
23.310572985609593,-1.0880967509240238
23.36156323912016,-2.002217558933193
23.85027857392454,-1.3453464808444469
24.503402554316132,-1.115560738982793
25.253070297778613,-1.0001418053897098
23.28006347368282,-0.4779446613099068
11.246682546264521,-0.3732165539931098
10.276169349521316,-0.9453493059758095
26.0,0.0
27.0,0.0
26.5,0.0
11.0,0.0
8.28446902226889,-0.5927711371827493
15.82748384674758,-0.5753697223978085
6.0,0.0
16.381911673671322,-0.8217951281722734
18.19988320734462,-0.5930874390580667
17.676377301009545,-0.9038070800100426
18.081631277588546,-1.1878387747829655
3.2411147827824704,-2.0238209527584057
2.450146731741448,-3.3210953798669376
-0.12486451292577641,-1.8911176872139772
0.3114385491677671,-3.3023429308792083
7.695785444834006,-1.0971130194554868
6.356234724231062,-0.7974166817019458
6.37761812318148,-2.071098481605661
7.446818171606542,-2.864120353911855
7.191320322752305,-1.7230057951623703
20.292072087158175,-0.347544579182441
20.35758480234502,-0.8056448222017406
15.347472569576295,-1.0442710969894429
15.999041567064804,-1.320123746833141
14.27983918922922,-1.1144180511938757
16.650360872407184,-1.3553588009503916
12.599123347525952,-1.4186400492737479
13.152919143320391,-2.137870470745245
21.61223283235532,-1.363907642808546
22.196082149310694,-2.0466251259047357
-2.0,-2.0
-0.9731661484055243,-2.6042039829775043
5.225766963949604,-1.928592514032419
10.362646886558355,-1.752017912649027
6.8008276191054575,-0.8421588283813345
7.107320157455374,-1.107303505457211
6.628858406371754,-1.308397042240191
8.743161309756854,-2.2998579828676173
19.316324597552548,-1.3722463073558877
19.848234565213456,-1.1272127980456408
24.24056103067588,-1.862226866245977
14.8249723006789,-1.3585522493601412
15.374767217538535,-1.8932542630454086
12.059891352040566,-2.0718249629810863
4.723514919277551,-1.2203572733149306
7.900416749208763,-1.87024238221369
9.560518673386461,-1.9047414145712869
11.250623198930429,-1.5956128804107894
17.63528341958234,-1.5150639229529526
17.0903896655674,-1.7219714687399883
16.424328207220444,-2.2042643705230294
9.869225150929074,-2.766485112874399
14.35485845112691,-2.077593580402312
18.21600842777774,-1.7585367945803216
18.407145562731024,-2.4118694869881154
18.930696684481898,-1.920194223506177
23.370894783231005,-5.908489837348736
24.95891027375502,-6.463066148483361
24.357782320106963,-4.560426556229389
19.12202630394294,-2.7805858759947037
26.49729303999873,-2.193738259853389
25.19287500485578,-1.9690892620832459
25.668246337450633,-3.3479141245034714
27.551998768217256,-1.588845756766693
28.0,0.0
29.0,0.0
28.219925297845638,-0.79642869667573
-0.12949541661067157,-1.0994286763639463
22.853041685322488,-3.3851240752835525
24.283256201248566,-2.86120017413348
20.261841987122686,-3.2896323590492385
17.564411409863744,-2.335850999087233
18.204451775264413,-3.2195376692213244
16.98633894037484,-3.4510693104826586
11.076037585373594,-2.640844428087308
12.342483958062697,-3.53761154198276
15.31930062737788,-3.3128767671358963
4.182399894813137,-1.6792757427991367
8.904435056883331,-3.8784464704639805
4.246694145075254,-2.909434357583309
5.838314367748318,-3.306934847180563
18.06936475799633,-4.491500540361478
21.55623881186683,-3.0197817267118485
28.408112397100336,-1.543865747000207
28.266987043036867,-2.3311570179500536
29.0,-2.0
16.346480193446883,-5.095290107940676
13.953342452682952,-5.155022480510599
10.589263422607166,-4.096922589260711
19.084526017138696,-3.7799305399698953
28.132928350312692,-3.2757185715711503
29.0,-4.0
29.0,-3.0
29.0,-1.0
27.503919292055286,-2.5709642617823842
-2.0,-4.0
27.062974323707728,-3.454706900951499
26.60291183924886,-5.029952633419314
27.960157734694445,-4.292607312946798
13.82212003219513,-3.2485571294272564
4.555444569714093,-5.174925021015074
7.188825136563166,-4.878380675262072
11.768301852741155,-5.372411064062567
4.059283923653209,-8.094868432784596
6.796228260345825,-7.683629125873716
21.467756530742097,-4.309197592598511
29.0,-5.7
27.18245275817809,-7.347543360442006
-2.0,-7.4
1.3212250208296927,-6.013889357413735
21.613210419158158,-6.166062811149916
22.735158846958466,-4.870886427634283
15.729002520243968,-7.775773781191633
19.760388288829233,-5.051605440252933
9.602709174548789,-6.348835547807588
18.036822731775597,-6.320535389022957
18.534315972015936,-8.536256197239519
29.0,-9.100000000000001
29.0,-7.4
23.178987430392926,-7.461238755930652
25.03967793208355,-8.43348937241019
12.362533003830295,-7.709615771847453
17.375,-10.8
23.11312990299831,-9.212375910073122
25.125,-10.8
1.875,-10.8
-2.0,-10.8
5.75,-10.8
27.0,-10.8
29.0,-10.8
26.669634957270898,-9.29653808282019
13.5,-10.8
9.625,-10.8
20.97010449575869,-8.56266409540602
19.783290697849147,-6.9299423343271505
21.25,-10.8
19.3125,-10.8
